task,team_a,team_b,score
KIS Visual 19,siret VI,vitrivr VIII,91
KIS Visual 19,siret VII,vitrivr I,94
KIS Visual 19,siret VII,vitrivr II,85
KIS Visual 19,siret VII,vitrivr III,65
KIS Visual 19,siret VII,vitrivr IV,85
KIS Visual 19,siret VII,vitrivr V,91
KIS Visual 19,siret VII,vitrivr VI,96
KIS Visual 19,siret VII,vitrivr VII,95
KIS Visual 19,siret VII,vitrivr VIII,91
KIS Visual 19,vitrivr I,vitrivr II,94
KIS Visual 19,vitrivr I,vitrivr III,94
KIS Visual 19,vitrivr I,vitrivr IV,94
KIS Visual 19,vitrivr I,vitrivr V,94
KIS Visual 19,vitrivr I,vitrivr VI,96
KIS Visual 19,vitrivr I,vitrivr VII,95
KIS Visual 19,vitrivr I,vitrivr VIII,94
KIS Visual 19,vitrivr II,vitrivr III,65
KIS Visual 19,vitrivr II,vitrivr IV,85
KIS Visual 19,vitrivr II,vitrivr V,91
KIS Visual 19,vitrivr II,vitrivr VI,96
KIS Visual 19,vitrivr II,vitrivr VII,95
KIS Visual 19,vitrivr II,vitrivr VIII,91
KIS Visual 19,vitrivr III,vitrivr IV,62
KIS Visual 19,vitrivr III,vitrivr V,81
KIS Visual 19,vitrivr III,vitrivr VI,96
KIS Visual 19,vitrivr III,vitrivr VII,95
KIS Visual 19,vitrivr III,vitrivr VIII,81
KIS Visual 19,vitrivr IV,vitrivr V,91
KIS Visual 19,vitrivr IV,vitrivr VI,96
KIS Visual 19,vitrivr IV,vitrivr VII,95
KIS Visual 19,vitrivr IV,vitrivr VIII,91
KIS Visual 19,vitrivr V,vitrivr VI,96
KIS Visual 19,vitrivr V,vitrivr VII,95
KIS Visual 19,vitrivr V,vitrivr VIII,91
KIS Visual 19,vitrivr VI,vitrivr VII,96
KIS Visual 19,vitrivr VI,vitrivr VIII,96
KIS Visual 19,vitrivr VII,vitrivr VIII,95
KIS Textual 19,siret I,siret II,0
KIS Textual 19,siret I,siret III,0
KIS Textual 19,siret I,siret IV,0
KIS Textual 19,siret I,siret V,0
KIS Textual 19,siret I,siret VI,69
KIS Textual 19,siret I,siret VII,61
KIS Textual 19,siret I,vitrivr I,0
KIS Textual 19,siret I,vitrivr II,0
KIS Textual 19,siret I,vitrivr III,0
KIS Textual 19,siret I,vitrivr IV,0
KIS Textual 19,siret I,vitrivr V,0
KIS Textual 19,siret I,vitrivr VI,0
KIS Textual 19,siret I,vitrivr VII,0
KIS Textual 19,siret I,vitrivr VIII,0
KIS Textual 19,siret II,siret III,0
KIS Textual 19,siret II,siret IV,0
KIS Textual 19,siret II,siret V,0
KIS Textual 19,siret II,siret VI,69
KIS Textual 19,siret II,siret VII,41
KIS Textual 19,siret II,vitrivr I,0
KIS Textual 19,siret II,vitrivr II,0
KIS Textual 19,siret II,vitrivr III,0
KIS Textual 19,siret II,vitrivr IV,0
KIS Textual 19,siret II,vitrivr V,0
KIS Textual 19,siret II,vitrivr VI,0
KIS Textual 19,siret II,vitrivr VII,0
KIS Textual 19,siret II,vitrivr VIII,0
KIS Textual 19,siret III,siret IV,0
KIS Textual 19,siret III,siret V,0
KIS Textual 19,siret III,siret VI,69
KIS Textual 19,siret III,siret VII,61
KIS Textual 19,siret III,vitrivr I,0
KIS Textual 19,siret III,vitrivr II,0
KIS Textual 19,siret III,vitrivr III,0
KIS Textual 19,siret III,vitrivr IV,0
KIS Textual 19,siret III,vitrivr V,0
KIS Textual 19,siret III,vitrivr VI,0
KIS Textual 19,siret III,vitrivr VII,0
KIS Textual 19,siret III,vitrivr VIII,0
KIS Textual 19,siret IV,siret V,0
KIS Textual 19,siret IV,siret VI,69
KIS Textual 19,siret IV,siret VII,61
KIS Textual 19,siret IV,vitrivr I,0
KIS Textual 19,siret IV,vitrivr II,0
KIS Textual 19,siret IV,vitrivr III,0
KIS Textual 19,siret IV,vitrivr IV,0
KIS Textual 19,siret IV,vitrivr V,0
KIS Textual 19,siret IV,vitrivr VI,0
KIS Textual 19,siret IV,vitrivr VII,0
KIS Textual 19,siret IV,vitrivr VIII,0
KIS Textual 19,siret V,siret VI,69
KIS Textual 19,siret V,siret VII,61
KIS Textual 19,siret V,vitrivr I,0
KIS Textual 19,siret V,vitrivr II,0
KIS Textual 19,siret V,vitrivr III,0
KIS Textual 19,siret V,vitrivr IV,0
KIS Textual 19,siret V,vitrivr V,0
KIS Textual 19,siret V,vitrivr VI,0
KIS Textual 19,siret V,vitrivr VII,0
KIS Textual 19,siret V,vitrivr VIII,0
KIS Textual 19,siret VI,siret VII,69
KIS Textual 19,siret VI,vitrivr I,69
KIS Textual 19,siret VI,vitrivr II,69
KIS Textual 19,siret VI,vitrivr III,69
KIS Textual 19,siret VI,vitrivr IV,69
KIS Textual 19,siret VI,vitrivr V,69
KIS Textual 19,siret VI,vitrivr VI,69
KIS Textual 19,siret VI,vitrivr VII,69
KIS Textual 19,siret VI,vitrivr VIII,69
KIS Textual 19,siret VII,vitrivr I,61
KIS Textual 19,siret VII,vitrivr II,61
KIS Textual 19,siret VII,vitrivr III,61
KIS Textual 19,siret VII,vitrivr IV,61
KIS Textual 19,siret VII,vitrivr V,61
KIS Textual 19,siret VII,vitrivr VI,61
KIS Textual 19,siret VII,vitrivr VII,61
KIS Textual 19,siret VII,vitrivr VIII,61
KIS Textual 19,vitrivr I,vitrivr II,0
KIS Textual 19,vitrivr I,vitrivr III,0
KIS Textual 19,vitrivr I,vitrivr IV,0
KIS Textual 19,vitrivr I,vitrivr V,0
KIS Textual 19,vitrivr I,vitrivr VI,0
KIS Textual 19,vitrivr I,vitrivr VII,0
KIS Textual 19,vitrivr I,vitrivr VIII,0
KIS Textual 19,vitrivr II,vitrivr III,0
KIS Textual 19,vitrivr II,vitrivr IV,0
KIS Textual 19,vitrivr II,vitrivr V,0
KIS Textual 19,vitrivr II,vitrivr VI,0
KIS Textual 19,vitrivr II,vitrivr VII,0
KIS Textual 19,vitrivr II,vitrivr VIII,0
KIS Textual 19,vitrivr III,vitrivr IV,0
KIS Textual 19,vitrivr III,vitrivr V,0
KIS Textual 19,vitrivr III,vitrivr VI,0
KIS Textual 19,vitrivr III,vitrivr VII,0
KIS Textual 19,vitrivr III,vitrivr VIII,0
KIS Textual 19,vitrivr IV,vitrivr V,0
KIS Textual 19,vitrivr IV,vitrivr VI,0
KIS Textual 19,vitrivr IV,vitrivr VII,0
KIS Textual 19,vitrivr IV,vitrivr VIII,0
KIS Textual 19,vitrivr V,vitrivr VI,0
KIS Textual 19,vitrivr V,vitrivr VII,0
KIS Textual 19,vitrivr V,vitrivr VIII,0
KIS Textual 19,vitrivr VI,vitrivr VII,0
KIS Textual 19,vitrivr VI,vitrivr VIII,0
KIS Textual 19,vitrivr VII,vitrivr VIII,0
KIS Visual 20,siret I,siret II,93
KIS Visual 20,siret I,siret III,93
KIS Visual 20,siret I,siret IV,94
KIS Visual 20,siret I,siret V,93
KIS Visual 20,siret I,siret VI,93
KIS Visual 20,siret I,siret VII,93
KIS Visual 20,siret I,vitrivr I,93
KIS Visual 20,siret I,vitrivr II,93
KIS Visual 20,siret I,vitrivr III,93
KIS Visual 20,siret I,vitrivr IV,93
KIS Visual 20,siret I,vitrivr V,93
KIS Visual 20,siret I,vitrivr VI,93
KIS Visual 20,siret I,vitrivr VII,93
KIS Visual 20,siret I,vitrivr VIII,93
KIS Visual 20,siret II,siret III,91
KIS Visual 20,siret II,siret IV,94
KIS Visual 20,siret II,siret V,66
KIS Visual 20,siret II,siret VI,92
KIS Visual 20,siret II,siret VII,93
KIS Visual 20,siret II,vitrivr I,49
KIS Visual 20,siret II,vitrivr II,56
KIS Visual 20,siret II,vitrivr III,57
KIS Visual 20,siret II,vitrivr IV,66
KIS Visual 20,siret II,vitrivr V,67
KIS Visual 20,siret II,vitrivr VI,56
KIS Visual 20,siret II,vitrivr VII,56
KIS Visual 20,siret II,vitrivr VIII,53
KIS Visual 20,siret III,siret IV,94
KIS Visual 20,siret III,siret V,91
KIS Visual 20,siret III,siret VI,92
KIS Visual 20,siret III,siret VII,93
KIS Visual 20,siret III,vitrivr I,91
KIS Visual 20,siret III,vitrivr II,91
KIS Visual 20,siret III,vitrivr III,91
KIS Visual 20,siret III,vitrivr IV,91
KIS Visual 20,siret III,vitrivr V,91
KIS Visual 20,siret III,vitrivr VI,91
KIS Visual 20,siret III,vitrivr VII,91
KIS Visual 20,siret III,vitrivr VIII,91
KIS Visual 20,siret IV,siret V,94
KIS Visual 20,siret IV,siret VI,94
KIS Visual 20,siret IV,siret VII,94
KIS Visual 20,siret IV,vitrivr I,94
KIS Visual 20,siret IV,vitrivr II,94
KIS Visual 20,siret IV,vitrivr III,94
KIS Visual 20,siret IV,vitrivr IV,94
KIS Visual 20,siret IV,vitrivr V,94
KIS Visual 20,siret IV,vitrivr VI,94
KIS Visual 20,siret IV,vitrivr VII,94
KIS Visual 20,siret IV,vitrivr VIII,94
KIS Visual 20,siret V,siret VI,92
KIS Visual 20,siret V,siret VII,93
KIS Visual 20,siret V,vitrivr I,86
KIS Visual 20,siret V,vitrivr II,86
KIS Visual 20,siret V,vitrivr III,86
KIS Visual 20,siret V,vitrivr IV,86
KIS Visual 20,siret V,vitrivr V,77
KIS Visual 20,siret V,vitrivr VI,86
KIS Visual 20,siret V,vitrivr VII,86
KIS Visual 20,siret V,vitrivr VIII,76
KIS Visual 20,siret VI,siret VII,93
KIS Visual 20,siret VI,vitrivr I,92
KIS Visual 20,siret VI,vitrivr II,92
KIS Visual 20,siret VI,vitrivr III,92
KIS Visual 20,siret VI,vitrivr IV,92
KIS Visual 20,siret VI,vitrivr V,92
KIS Visual 20,siret VI,vitrivr VI,92
KIS Visual 20,siret VI,vitrivr VII,92
KIS Visual 20,siret VI,vitrivr VIII,92
KIS Visual 20,siret VII,vitrivr I,93
KIS Visual 20,siret VII,vitrivr II,93
KIS Visual 20,siret VII,vitrivr III,93
KIS Visual 20,siret VII,vitrivr IV,93
KIS Visual 20,siret VII,vitrivr V,93
KIS Visual 20,siret VII,vitrivr VI,93
KIS Visual 20,siret VII,vitrivr VII,93
KIS Visual 20,siret VII,vitrivr VIII,93
KIS Visual 20,vitrivr I,vitrivr II,69
KIS Visual 20,vitrivr I,vitrivr III,69
KIS Visual 20,vitrivr I,vitrivr IV,86
KIS Visual 20,vitrivr I,vitrivr V,77
KIS Visual 20,vitrivr I,vitrivr VI,69
KIS Visual 20,vitrivr I,vitrivr VII,69
KIS Visual 20,vitrivr I,vitrivr VIII,73
KIS Visual 20,vitrivr II,vitrivr III,77
KIS Visual 20,vitrivr II,vitrivr IV,86
KIS Visual 20,vitrivr II,vitrivr V,77
KIS Visual 20,vitrivr II,vitrivr VI,56
KIS Visual 20,vitrivr II,vitrivr VII,56
KIS Visual 20,vitrivr II,vitrivr VIII,73
KIS Visual 20,vitrivr III,vitrivr IV,86
KIS Visual 20,vitrivr III,vitrivr V,77
KIS Visual 20,vitrivr III,vitrivr VI,77
KIS Visual 20,vitrivr III,vitrivr VII,77
KIS Visual 20,vitrivr III,vitrivr VIII,73
KIS Visual 20,vitrivr IV,vitrivr V,77
KIS Visual 20,vitrivr IV,vitrivr VI,86
KIS Visual 20,vitrivr IV,vitrivr VII,86
KIS Visual 20,vitrivr IV,vitrivr VIII,76
KIS Visual 20,vitrivr V,vitrivr VI,77
KIS Visual 20,vitrivr V,vitrivr VII,77
KIS Visual 20,vitrivr V,vitrivr VIII,67
KIS Visual 20,vitrivr VI,vitrivr VII,55
KIS Visual 20,vitrivr VI,vitrivr VIII,73
KIS Visual 20,vitrivr VII,vitrivr VIII,73
KIS Textual 20,siret I,siret II,69
KIS Textual 20,siret I,siret III,93
KIS Textual 20,siret I,siret IV,0
KIS Textual 20,siret I,siret V,0
KIS Textual 20,siret I,siret VI,54
KIS Textual 20,siret I,siret VII,0
KIS Textual 20,siret I,vitrivr I,0
KIS Textual 20,siret I,vitrivr II,63
KIS Textual 20,siret I,vitrivr III,69
KIS Textual 20,siret I,vitrivr IV,84
KIS Textual 20,siret I,vitrivr V,0
KIS Textual 20,siret I,vitrivr VI,87
KIS Textual 20,siret I,vitrivr VII,63
KIS Textual 20,siret I,vitrivr VIII,65
KIS Textual 20,siret II,siret III,93
KIS Textual 20,siret II,siret IV,69
KIS Textual 20,siret II,siret V,69
KIS Textual 20,siret II,siret VI,69
KIS Textual 20,siret II,siret VII,69
KIS Textual 20,siret II,vitrivr I,69
KIS Textual 20,siret II,vitrivr II,69
KIS Textual 20,siret II,vitrivr III,69
KIS Textual 20,siret II,vitrivr IV,84
KIS Textual 20,siret II,vitrivr V,69
KIS Textual 20,siret II,vitrivr VI,87
KIS Textual 20,siret II,vitrivr VII,69
KIS Textual 20,siret II,vitrivr VIII,69
KIS Textual 20,siret III,siret IV,93
KIS Textual 20,siret III,siret V,93
KIS Textual 20,siret III,siret VI,93
KIS Textual 20,siret III,siret VII,93
KIS Textual 20,siret III,vitrivr I,93
KIS Textual 20,siret III,vitrivr II,93
KIS Textual 20,siret III,vitrivr III,93
KIS Textual 20,siret III,vitrivr IV,93
KIS Textual 20,siret III,vitrivr V,93
KIS Textual 20,siret III,vitrivr VI,93
KIS Textual 20,siret III,vitrivr VII,93
KIS Textual 20,siret III,vitrivr VIII,93
KIS Textual 20,siret IV,siret V,0
KIS Textual 20,siret IV,siret VI,44
KIS Textual 20,siret IV,siret VII,0
KIS Textual 20,siret IV,vitrivr I,0
KIS Textual 20,siret IV,vitrivr II,63
KIS Textual 20,siret IV,vitrivr III,69
KIS Textual 20,siret IV,vitrivr IV,84
KIS Textual 20,siret IV,vitrivr V,0
KIS Textual 20,siret IV,vitrivr VI,87
KIS Textual 20,siret IV,vitrivr VII,63
KIS Textual 20,siret IV,vitrivr VIII,65
KIS Textual 20,siret V,siret VI,54
KIS Textual 20,siret V,siret VII,0
KIS Textual 20,siret V,vitrivr I,0
KIS Textual 20,siret V,vitrivr II,63
KIS Textual 20,siret V,vitrivr III,69
KIS Textual 20,siret V,vitrivr IV,84
KIS Textual 20,siret V,vitrivr V,0
KIS Textual 20,siret V,vitrivr VI,87
KIS Textual 20,siret V,vitrivr VII,63
KIS Textual 20,siret V,vitrivr VIII,65
KIS Textual 20,siret VI,siret VII,54
KIS Textual 20,siret VI,vitrivr I,54
KIS Textual 20,siret VI,vitrivr II,63
KIS Textual 20,siret VI,vitrivr III,69
KIS Textual 20,siret VI,vitrivr IV,84
KIS Textual 20,siret VI,vitrivr V,54
KIS Textual 20,siret VI,vitrivr VI,87
KIS Textual 20,siret VI,vitrivr VII,63
KIS Textual 20,siret VI,vitrivr VIII,65
KIS Textual 20,siret VII,vitrivr I,0
KIS Textual 20,siret VII,vitrivr II,63
KIS Textual 20,siret VII,vitrivr III,69
KIS Textual 20,siret VII,vitrivr IV,84
KIS Textual 20,siret VII,vitrivr V,0
KIS Textual 20,siret VII,vitrivr VI,87
KIS Textual 20,siret VII,vitrivr VII,63
KIS Textual 20,siret VII,vitrivr VIII,65
KIS Textual 20,vitrivr I,vitrivr II,63
KIS Textual 20,vitrivr I,vitrivr III,69
KIS Textual 20,vitrivr I,vitrivr IV,84
KIS Textual 20,vitrivr I,vitrivr V,0
KIS Textual 20,vitrivr I,vitrivr VI,87
KIS Textual 20,vitrivr I,vitrivr VII,63
KIS Textual 20,vitrivr I,vitrivr VIII,65
KIS Textual 20,vitrivr II,vitrivr III,69
KIS Textual 20,vitrivr II,vitrivr IV,84
KIS Textual 20,vitrivr II,vitrivr V,63
KIS Textual 20,vitrivr II,vitrivr VI,87
KIS Textual 20,vitrivr II,vitrivr VII,63
KIS Textual 20,vitrivr II,vitrivr VIII,65
KIS Textual 20,vitrivr III,vitrivr IV,84
KIS Textual 20,vitrivr III,vitrivr V,69
KIS Textual 20,vitrivr III,vitrivr VI,87
KIS Textual 20,vitrivr III,vitrivr VII,69
KIS Textual 20,vitrivr III,vitrivr VIII,69
KIS Textual 20,vitrivr IV,vitrivr V,84
KIS Textual 20,vitrivr IV,vitrivr VI,87
KIS Textual 20,vitrivr IV,vitrivr VII,84
KIS Textual 20,vitrivr IV,vitrivr VIII,84
KIS Textual 20,vitrivr V,vitrivr VI,87
KIS Textual 20,vitrivr V,vitrivr VII,63
KIS Textual 20,vitrivr V,vitrivr VIII,65
KIS Textual 20,vitrivr VI,vitrivr VII,87
KIS Textual 20,vitrivr VI,vitrivr VIII,87
KIS Textual 20,vitrivr VII,vitrivr VIII,65
KIS Visual 21,siret I,siret II,43
KIS Visual 21,siret I,siret III,95
KIS Visual 21,siret I,siret IV,44
KIS Visual 21,siret I,siret V,0
KIS Visual 21,siret I,siret VI,0
KIS Visual 21,siret I,siret VII,0
KIS Visual 21,siret I,vitrivr I,0
KIS Visual 21,siret I,vitrivr II,0
KIS Visual 21,siret I,vitrivr III,0
KIS Visual 21,siret I,vitrivr IV,0
KIS Visual 21,siret I,vitrivr V,0
KIS Visual 21,siret I,vitrivr VI,0
KIS Visual 21,siret I,vitrivr VII,0
KIS Visual 21,siret I,vitrivr VIII,0
KIS Visual 21,siret II,siret III,95
KIS Visual 21,siret II,siret IV,54
KIS Visual 21,siret II,siret V,53
KIS Visual 21,siret II,siret VI,53
KIS Visual 21,siret II,siret VII,53
KIS Visual 21,siret II,vitrivr I,53
KIS Visual 21,siret II,vitrivr II,53
KIS Visual 21,siret II,vitrivr III,53
KIS Visual 21,siret II,vitrivr IV,53
KIS Visual 21,siret II,vitrivr V,53
KIS Visual 21,siret II,vitrivr VI,53
KIS Visual 21,siret II,vitrivr VII,53
KIS Visual 21,siret II,vitrivr VIII,53
KIS Visual 21,siret III,siret IV,95
KIS Visual 21,siret III,siret V,95
KIS Visual 21,siret III,siret VI,95
KIS Visual 21,siret III,siret VII,95
KIS Visual 21,siret III,vitrivr I,95
KIS Visual 21,siret III,vitrivr II,95
KIS Visual 21,siret III,vitrivr III,95
KIS Visual 21,siret III,vitrivr IV,95
KIS Visual 21,siret III,vitrivr V,95
KIS Visual 21,siret III,vitrivr VI,95
KIS Visual 21,siret III,vitrivr VII,95
KIS Visual 21,siret III,vitrivr VIII,95
KIS Visual 21,siret IV,siret V,54
KIS Visual 21,siret IV,siret VI,54
KIS Visual 21,siret IV,siret VII,54
KIS Visual 21,siret IV,vitrivr I,54
KIS Visual 21,siret IV,vitrivr II,54
KIS Visual 21,siret IV,vitrivr III,54
KIS Visual 21,siret IV,vitrivr IV,54
KIS Visual 21,siret IV,vitrivr V,54
KIS Visual 21,siret IV,vitrivr VI,54
KIS Visual 21,siret IV,vitrivr VII,54
KIS Visual 21,siret IV,vitrivr VIII,54
KIS Visual 21,siret V,siret VI,0
KIS Visual 21,siret V,siret VII,0
KIS Visual 21,siret V,vitrivr I,0
KIS Visual 21,siret V,vitrivr II,0
KIS Visual 21,siret V,vitrivr III,0
KIS Visual 21,siret V,vitrivr IV,0
KIS Visual 21,siret V,vitrivr V,0
KIS Visual 21,siret V,vitrivr VI,0
KIS Visual 21,siret V,vitrivr VII,0
KIS Visual 21,siret V,vitrivr VIII,0
KIS Visual 21,siret VI,siret VII,0
KIS Visual 21,siret VI,vitrivr I,0
KIS Visual 21,siret VI,vitrivr II,0
KIS Visual 21,siret VI,vitrivr III,0
KIS Visual 21,siret VI,vitrivr IV,0
KIS Visual 21,siret VI,vitrivr V,0
KIS Visual 21,siret VI,vitrivr VI,0
KIS Visual 21,siret VI,vitrivr VII,0
KIS Visual 21,siret VI,vitrivr VIII,0
KIS Visual 21,siret VII,vitrivr I,0
KIS Visual 21,siret VII,vitrivr II,0
KIS Visual 21,siret VII,vitrivr III,0
KIS Visual 21,siret VII,vitrivr IV,0
KIS Visual 21,siret VII,vitrivr V,0
KIS Visual 21,siret VII,vitrivr VI,0
KIS Visual 21,siret VII,vitrivr VII,0
KIS Visual 21,siret VII,vitrivr VIII,0
KIS Visual 21,vitrivr I,vitrivr II,0
KIS Visual 21,vitrivr I,vitrivr III,0
KIS Visual 21,vitrivr I,vitrivr IV,0
KIS Visual 21,vitrivr I,vitrivr V,0
KIS Visual 21,vitrivr I,vitrivr VI,0
KIS Visual 21,vitrivr I,vitrivr VII,0
KIS Visual 21,vitrivr I,vitrivr VIII,0
KIS Visual 21,vitrivr II,vitrivr III,0
KIS Visual 21,vitrivr II,vitrivr IV,0
KIS Visual 21,vitrivr II,vitrivr V,0
KIS Visual 21,vitrivr II,vitrivr VI,0
KIS Visual 21,vitrivr II,vitrivr VII,0
KIS Visual 21,vitrivr II,vitrivr VIII,0
KIS Visual 21,vitrivr III,vitrivr IV,0
KIS Visual 21,vitrivr III,vitrivr V,0
KIS Visual 21,vitrivr III,vitrivr VI,0
KIS Visual 21,vitrivr III,vitrivr VII,0
KIS Visual 21,vitrivr III,vitrivr VIII,0
KIS Visual 21,vitrivr IV,vitrivr V,0
KIS Visual 21,vitrivr IV,vitrivr VI,0
KIS Visual 21,vitrivr IV,vitrivr VII,0
KIS Visual 21,vitrivr IV,vitrivr VIII,0
KIS Visual 21,vitrivr V,vitrivr VI,0
KIS Visual 21,vitrivr V,vitrivr VII,0
KIS Visual 21,vitrivr V,vitrivr VIII,0
KIS Visual 21,vitrivr VI,vitrivr VII,0
KIS Visual 21,vitrivr VI,vitrivr VIII,0
KIS Visual 21,vitrivr VII,vitrivr VIII,0
KIS Textual 21,siret I,siret II,93
KIS Textual 21,siret I,siret III,90
KIS Textual 21,siret I,siret IV,91
KIS Textual 21,siret I,siret V,90
KIS Textual 21,siret I,siret VI,96
KIS Textual 21,siret I,siret VII,90
KIS Textual 21,siret I,vitrivr I,90
KIS Textual 21,siret I,vitrivr II,90
KIS Textual 21,siret I,vitrivr III,90
KIS Textual 21,siret I,vitrivr IV,91
KIS Textual 21,siret I,vitrivr V,91
KIS Textual 21,siret I,vitrivr VI,90
KIS Textual 21,siret I,vitrivr VII,90
KIS Textual 21,siret I,vitrivr VIII,90
KIS Textual 21,siret II,siret III,93
KIS Textual 21,siret II,siret IV,93
KIS Textual 21,siret II,siret V,93
KIS Textual 21,siret II,siret VI,96
KIS Textual 21,siret II,siret VII,93
KIS Textual 21,siret II,vitrivr I,93
KIS Textual 21,siret II,vitrivr II,93
KIS Textual 21,siret II,vitrivr III,93
KIS Textual 21,siret II,vitrivr IV,93
KIS Textual 21,siret II,vitrivr V,93
KIS Textual 21,siret II,vitrivr VI,93
KIS Textual 21,siret II,vitrivr VII,93
KIS Textual 21,siret II,vitrivr VIII,93
KIS Textual 21,siret III,siret IV,91
KIS Textual 21,siret III,siret V,90
KIS Textual 21,siret III,siret VI,96
KIS Textual 21,siret III,siret VII,90
KIS Textual 21,siret III,vitrivr I,90
KIS Textual 21,siret III,vitrivr II,90
KIS Textual 21,siret III,vitrivr III,90
KIS Textual 21,siret III,vitrivr IV,91
KIS Textual 21,siret III,vitrivr V,91
KIS Textual 21,siret III,vitrivr VI,90
KIS Textual 21,siret III,vitrivr VII,90
KIS Textual 21,siret III,vitrivr VIII,90
KIS Textual 21,siret IV,siret V,91
KIS Textual 21,siret IV,siret VI,96
KIS Textual 21,siret IV,siret VII,91
KIS Textual 21,siret IV,vitrivr I,91
KIS Textual 21,siret IV,vitrivr II,91
KIS Textual 21,siret IV,vitrivr III,91
KIS Textual 21,siret IV,vitrivr IV,91
KIS Textual 21,siret IV,vitrivr V,91
KIS Textual 21,siret IV,vitrivr VI,91
KIS Textual 21,siret IV,vitrivr VII,91
KIS Textual 21,siret IV,vitrivr VIII,91
KIS Textual 21,siret V,siret VI,96
KIS Textual 21,siret V,siret VII,87
KIS Textual 21,siret V,vitrivr I,82
KIS Textual 21,siret V,vitrivr II,72
KIS Textual 21,siret V,vitrivr III,72
KIS Textual 21,siret V,vitrivr IV,91
KIS Textual 21,siret V,vitrivr V,91
KIS Textual 21,siret V,vitrivr VI,72
KIS Textual 21,siret V,vitrivr VII,78
KIS Textual 21,siret V,vitrivr VIII,72
KIS Textual 21,siret VI,siret VII,96
KIS Textual 21,siret VI,vitrivr I,96
KIS Textual 21,siret VI,vitrivr II,96
KIS Textual 21,siret VI,vitrivr III,96
KIS Textual 21,siret VI,vitrivr IV,96
KIS Textual 21,siret VI,vitrivr V,96
KIS Textual 21,siret VI,vitrivr VI,96
KIS Textual 21,siret VI,vitrivr VII,96
KIS Textual 21,siret VI,vitrivr VIII,96
KIS Textual 21,siret VII,vitrivr I,87
KIS Textual 21,siret VII,vitrivr II,87
KIS Textual 21,siret VII,vitrivr III,87
KIS Textual 21,siret VII,vitrivr IV,91
KIS Textual 21,siret VII,vitrivr V,91
KIS Textual 21,siret VII,vitrivr VI,87
KIS Textual 21,siret VII,vitrivr VII,87
KIS Textual 21,siret VII,vitrivr VIII,87
KIS Textual 21,vitrivr I,vitrivr II,82
KIS Textual 21,vitrivr I,vitrivr III,82
KIS Textual 21,vitrivr I,vitrivr IV,91
KIS Textual 21,vitrivr I,vitrivr V,91
KIS Textual 21,vitrivr I,vitrivr VI,82
KIS Textual 21,vitrivr I,vitrivr VII,82
KIS Textual 21,vitrivr I,vitrivr VIII,82
KIS Textual 21,vitrivr II,vitrivr III,71
KIS Textual 21,vitrivr II,vitrivr IV,91
KIS Textual 21,vitrivr II,vitrivr V,91
KIS Textual 21,vitrivr II,vitrivr VI,71
KIS Textual 21,vitrivr II,vitrivr VII,78
KIS Textual 21,vitrivr II,vitrivr VIII,71
KIS Textual 21,vitrivr III,vitrivr IV,91
KIS Textual 21,vitrivr III,vitrivr V,91
KIS Textual 21,vitrivr III,vitrivr VI,69
KIS Textual 21,vitrivr III,vitrivr VII,78
KIS Textual 21,vitrivr III,vitrivr VIII,0
KIS Textual 21,vitrivr IV,vitrivr V,91
KIS Textual 21,vitrivr IV,vitrivr VI,91
KIS Textual 21,vitrivr IV,vitrivr VII,91
KIS Textual 21,vitrivr IV,vitrivr VIII,91
KIS Textual 21,vitrivr V,vitrivr VI,91
KIS Textual 21,vitrivr V,vitrivr VII,91
KIS Textual 21,vitrivr V,vitrivr VIII,91
KIS Textual 21,vitrivr VI,vitrivr VII,78
KIS Textual 21,vitrivr VI,vitrivr VIII,69
KIS Textual 21,vitrivr VII,vitrivr VIII,78
KIS Visual 22,siret I,siret II,69
KIS Visual 22,siret I,siret III,69
KIS Visual 22,siret I,siret IV,69
KIS Visual 22,siret I,siret V,69
KIS Visual 22,siret I,siret VI,69
KIS Visual 22,siret I,siret VII,88
KIS Visual 22,siret I,vitrivr I,69
KIS Visual 22,siret I,vitrivr II,69
KIS Visual 22,siret I,vitrivr III,69
KIS Visual 22,siret I,vitrivr IV,69
KIS Visual 22,siret I,vitrivr V,69
KIS Visual 22,siret I,vitrivr VI,69
KIS Visual 22,siret I,vitrivr VII,69
KIS Visual 22,siret I,vitrivr VIII,69
KIS Visual 22,siret II,siret III,69
KIS Visual 22,siret II,siret IV,69
KIS Visual 22,siret II,siret V,69
KIS Visual 22,siret II,siret VI,69
KIS Visual 22,siret II,siret VII,88
KIS Visual 22,siret II,vitrivr I,69
KIS Visual 22,siret II,vitrivr II,69
KIS Visual 22,siret II,vitrivr III,69
KIS Visual 22,siret II,vitrivr IV,69
KIS Visual 22,siret II,vitrivr V,69
KIS Visual 22,siret II,vitrivr VI,69
KIS Visual 22,siret II,vitrivr VII,69
KIS Visual 22,siret II,vitrivr VIII,69
KIS Visual 22,siret III,siret IV,55
KIS Visual 22,siret III,siret V,0
KIS Visual 22,siret III,siret VI,53
KIS Visual 22,siret III,siret VII,88
KIS Visual 22,siret III,vitrivr I,0
KIS Visual 22,siret III,vitrivr II,0
KIS Visual 22,siret III,vitrivr III,0
KIS Visual 22,siret III,vitrivr IV,0
KIS Visual 22,siret III,vitrivr V,0
KIS Visual 22,siret III,vitrivr VI,0
KIS Visual 22,siret III,vitrivr VII,0
